KEPA -54.295245 -36.514290 1.371022e-02 -2.817731e-03 9.172536e-04 1.805336e-03 0.000000e+00
SOG1 -54.874391 -36.043754 1.384087e-02  3.752883e-05 1.281148e-03 4.819526e-03 0.000000e+00
SOG2 -54.003231 -38.048434 1.423147e-02  1.193355e-04 3.897277e-04 1.142900e-03 0.000000e+00
SOG3 -54.493940 -37.037864 1.524924e-02 -3.480329e-04 6.890778e-03 3.423536e-02 0.000000e+00
